total_mass_guess_kg,stall_speed_mps,cruise_speed_mps,aspect_ratio,taper_ratio,cl_max,cl_cr_target,cd0,oswald,rho,n_rotors,rotor_diameter_m,hover_fom,vert_climb_mps,transition_power_multiplier,hover_time_takeoff_s,hover_time_landing_s,prop_efficiency,elec_efficiency,batt_specific_energy_wh_kg,batt_usable_fraction,batt_reserve_fraction,batt_voltage_V,outbound_distance_miles,return_distance_miles,attack_time_s,retries,structural_mass_fraction,payload_mass_kg,OUT_converged,OUT_total_mass_kg,OUT_weight_N,OUT_wing_area_m2,OUT_span_m,OUT_root_chord_m,OUT_tip_chord_m,OUT_mac_m,OUT_q_cruise_Pa,OUT_cl_cruise,OUT_cd_induced,OUT_cd_total,OUT_drag_N,OUT_power_cruise_W,OUT_rotor_total_area_m2,OUT_power_hover_W,OUT_power_climb_W,OUT_power_transition_W,OUT_e_takeoff_hover,OUT_e_takeoff_climb,OUT_e_transition_out,OUT_e_outbound,OUT_e_attack,OUT_e_return,OUT_e_transition_in,OUT_e_landing_hover,OUT_e_retries,OUT_total_mission_energy_Wh,OUT_required_nominal_batt_Wh,OUT_battery_mass_kg,OUT_battery_Ah,OUT_peak_power_W,OUT_peak_current_A,OUT_peak_c_rate,OUT_mtow_calc_kg,OUT_error
30.0,22.0,45,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1240.3125,0.38241975308641984,0.005541807993454757,0.05054180799345476,38.89562181980799,2593.041454653866,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,180.31850211375658,21.608678788782214,180.31850211375658,15.739147033416007,18.516643568724714,0.0,458.29197874348506,684.804106168426,3.1127459371292088,15.423515904694279,5424.9944564939315,122.18455983094441,7.921965431614493,20.41274593712921,-0.3195751354290264
30.0,22.0,50,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1531.25,0.30976000000000004,0.00727196044901133,0.05227196044901133,49.66308742298564,3678.7472165174545,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,230.23602954450777,30.65622680431212,230.23602954450777,27.54350730847801,32.404126245268245,0.0,623.1874284159095,931.1996056789453,4.232725480358843,20.97296409186814,8757.990298864379,197.25203375820675,9.405062293254362,21.53272548035884,-0.2822424839880386
30.0,22.0,50,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1531.25,0.30976000000000004,0.00727196044901133,0.05227196044901133,49.66308742298564,3678.7472165174545,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,230.23602954450777,30.65622680431212,230.23602954450777,22.034805846782405,25.923300996214593,0.0,597.0480999113933,892.140838948059,4.055185631582086,20.093262138469797,7202.592239091503,162.22054592548432,8.073380260883722,21.35518563158209,-0.2881604789472637
30.0,22.0,50,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1531.25,0.30976000000000004,0.00727196044901133,0.05227196044901133,49.66308742298564,3678.7472165174545,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,230.23602954450777,30.65622680431212,230.23602954450777,18.362338205652005,21.602750830178827,0.0,579.6218809083822,866.1016611274677,3.93682573239758,19.50679416953756,6165.660199242919,138.86622070366934,7.118864304239562,21.23682573239758,-0.29210580892008065
30.0,22.0,50,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1531.25,0.30976000000000004,0.00727196044901133,0.05227196044901133,49.66308742298564,3678.7472165174545,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,230.23602954450777,30.65622680431212,230.23602954450777,15.739147033416007,18.516643568724714,0.0,567.1745816205173,847.5022483984741,3.8522829472657913,19.087888477443112,5424.9944564939315,122.18455983094441,6.401156417868565,21.152282947265793,-0.2949239017578069
30.0,22.0,50,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1531.25,0.30976000000000004,0.005453970336758498,0.0504539703367585,47.93583248356154,3550.8024061897436,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,222.22854672578785,29.590020051581195,222.22854672578785,27.54350730847801,32.404126245268245,0.0,606.1062560257387,905.6760147511039,4.116709157959563,20.39810844034018,8757.990298864379,197.25203375820675,9.670113988026095,21.416709157959563,-0.28610969473468123
30.0,22.0,50,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1531.25,0.30976000000000004,0.005453970336758498,0.0504539703367585,47.93583248356154,3550.8024061897436,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,222.22854672578785,29.590020051581195,222.22854672578785,22.034805846782405,25.923300996214593,0.0,579.9669275212225,866.6172480202176,3.9391693091828075,19.51840648694184,7202.592239091503,162.22054592548432,8.3111572675778,21.23916930918281,-0.29202768969390636
30.0,22.0,50,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1531.25,0.30976000000000004,0.005453970336758498,0.0504539703367585,47.93583248356154,3550.8024061897436,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,222.22854672578785,29.590020051581195,222.22854672578785,18.362338205652005,21.602750830178827,0.0,562.5407085182115,840.5780701996265,3.820809409998302,18.931938518009606,6165.660199242919,138.86622070366934,7.335023857782364,21.1208094099983,-0.2959730196667233
30.0,22.0,50,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1531.25,0.30976000000000004,0.005453970336758498,0.0504539703367585,47.93583248356154,3550.8024061897436,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,222.22854672578785,29.590020051581195,222.22854672578785,15.739147033416007,18.516643568724714,0.0,550.0934092303465,821.9786574706328,3.736266624866513,18.513032825915154,5424.9944564939315,122.18455983094441,6.59992130840423,21.036266624866514,-0.29879111250444956
30.0,22.0,50,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1531.25,0.30976000000000004,0.004363176269406798,0.0493631762694068,46.89947951990708,3474.035519993117,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,217.42405703455586,28.950295999942643,217.42405703455586,27.54350730847801,32.404126245268245,0.0,595.8575525916361,890.3618601943988,4.047099364519995,20.053195049423397,8757.990298864379,197.25203375820675,9.836439194455373,21.347099364519995,-0.28843002118266686
30.0,22.0,50,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1531.25,0.30976000000000004,0.004363176269406798,0.0493631762694068,46.89947951990708,3474.035519993117,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,217.42405703455586,28.950295999942643,217.42405703455586,22.034805846782405,25.923300996214593,0.0,569.7182240871199,851.3030934635125,3.8695595157432385,19.173493096025055,7202.592239091503,162.22054592548432,8.460667292759242,21.169559515743238,-0.29434801614189204
30.0,22.0,50,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1531.25,0.30976000000000004,0.004363176269406798,0.0493631762694068,46.89947951990708,3474.035519993117,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,217.42405703455586,28.950295999942643,217.42405703455586,18.362338205652005,21.602750830178827,0.0,552.292005084109,825.2639156429215,3.751199616558734,18.587025127092826,6165.660199242919,138.86622070366934,7.471137514160623,21.051199616558733,-0.29829334611470887
30.0,22.0,50,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1531.25,0.30976000000000004,0.004363176269406798,0.0493631762694068,46.89947951990708,3474.035519993117,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,217.42405703455586,28.950295999942643,217.42405703455586,15.739147033416007,18.516643568724714,0.0,539.844705796244,806.6645029139279,3.6666568314269448,18.168119434998378,5424.9944564939315,122.18455983094441,6.725217778763205,20.966656831426945,-0.30111143895243514
30.0,22.0,50,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1531.25,0.30976000000000004,0.003635980224505665,0.048635980224505666,46.20857754413745,3422.857595862033,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,214.22106390706793,28.523813298850275,214.22106390706793,27.54350730847801,32.404126245268245,0.0,589.025083635568,880.1524238232626,4.000692835560284,19.82325278881222,8757.990298864379,197.25203375820675,9.950538181580935,21.300692835560284,-0.2899769054813239
30.0,22.0,50,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1531.25,0.30976000000000004,0.003635980224505665,0.048635980224505666,46.20857754413745,3422.857595862033,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,214.22106390706793,28.523813298850275,214.22106390706793,22.034805846782405,25.923300996214593,0.0,562.8857551310517,841.0936570923762,3.8231529867835286,18.94355083541388,7202.592239091503,162.22054592548432,8.563365302254862,21.12315298678353,-0.295894900440549
30.0,22.0,50,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1531.25,0.30976000000000004,0.003635980224505665,0.048635980224505666,46.20857754413745,3422.857595862033,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,214.22106390706793,28.523813298850275,214.22106390706793,18.362338205652005,21.602750830178827,0.0,545.4595361280408,815.0544792717851,3.704793087599023,18.357082866481647,6165.660199242919,138.86622070366934,7.564721568982311,21.004793087599023,-0.29984023041336594
30.0,22.0,50,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1531.25,0.30976000000000004,0.003635980224505665,0.048635980224505666,46.20857754413745,3422.857595862033,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,214.22106390706793,28.523813298850275,214.22106390706793,15.739147033416007,18.516643568724714,0.0,533.0122368401758,796.4550665427914,3.620250302467234,17.938177174387196,5424.9944564939315,122.18455983094441,6.811425633893511,20.920250302467235,-0.30265832325109215
30.0,22.0,55,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1852.8125000000002,0.256,0.004966846833557358,0.04996684683355736,57.442355559046604,4680.48823073713,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,266.3003964887952,39.004068589476084,266.3003964887952,27.54350730847801,32.404126245268245,0.0,703.6640040896483,1051.4519601339573,4.779327091517987,23.68135045346751,8757.990298864379,197.25203375820675,8.32942505309381,22.07932709151799,-0.2640224302827337
30.0,22.0,55,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1852.8125000000002,0.256,0.004966846833557358,0.04996684683355736,57.442355559046604,4680.48823073713,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,266.3003964887952,39.004068589476084,266.3003964887952,22.034805846782405,25.923300996214593,0.0,677.524675585132,1012.3931934030708,4.6017872427412305,22.801648500069163,7202.592239091503,162.22054592548432,7.114421833359648,21.901787242741232,-0.26994042524195894
30.0,22.0,55,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1852.8125000000002,0.256,0.004966846833557358,0.04996684683355736,57.442355559046604,4680.48823073713,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,266.3003964887952,39.004068589476084,266.3003964887952,18.362338205652005,21.602750830178827,0.0,660.098456582121,986.3540155824797,4.483427343556726,22.215180531136934,6165.660199242919,138.86622070366934,6.250960711709436,21.783427343556728,-0.27388575521477576
30.0,22.0,55,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,1852.8125000000002,0.256,0.004966846833557358,0.04996684683355736,57.442355559046604,4680.48823073713,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,266.3003964887952,39.004068589476084,266.3003964887952,15.739147033416007,18.516643568724714,0.0,647.6511572942561,967.7546028534862,4.398884558424937,21.796274839042482,5424.9944564939315,122.18455983094441,5.605754227877593,21.698884558424936,-0.27670384805250214
30.0,22.0,55,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1852.8125000000002,0.256,0.003725135125168019,0.04872513512516802,56.01487213803495,4564.174766802847,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,259.6826420931589,38.034789723357065,259.6826420931589,27.54350730847801,32.404126245268245,0.0,689.4592164322568,1030.2264153585447,4.68284734253884,23.20329764321047,8757.990298864379,197.25203375820675,8.501034499116757,21.98284734253884,-0.267238421915372
30.0,22.0,55,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1852.8125000000002,0.256,0.003725135125168019,0.04872513512516802,56.01487213803495,4564.174766802847,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,259.6826420931589,38.034789723357065,259.6826420931589,22.034805846782405,25.923300996214593,0.0,663.3198879277404,991.1676486276581,4.505307493762082,22.32359568981212,7202.592239091503,162.22054592548432,7.266774948782886,21.805307493762083,-0.27315641687459724
30.0,22.0,55,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1852.8125000000002,0.256,0.003725135125168019,0.04872513512516802,56.01487213803495,4564.174766802847,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,259.6826420931589,38.034789723357065,259.6826420931589,18.362338205652005,21.602750830178827,0.0,645.8936689247295,965.1284708070671,4.3869475945775775,21.73712772087989,6165.660199242919,138.86622070366934,6.3884346858890435,21.68694759457758,-0.27710174684741407
30.0,22.0,55,8,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.2279446943629813,0.3713241157271635,0.18566205786358175,0.2888076455655716,1852.8125000000002,0.256,0.003725135125168019,0.04872513512516802,56.01487213803495,4564.174766802847,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,259.6826420931589,38.034789723357065,259.6826420931589,15.739147033416007,18.516643568724714,0.0,633.4463696368646,946.5290580780735,4.302404809445789,21.31822202878544,5424.9944564939315,122.18455983094441,5.731461078975619,21.60240480944579,-0.27991983968514034
30.0,22.0,55,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1852.8125000000002,0.256,0.002980108100134415,0.047980108100134415,55.15838208542796,4494.386688442278,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,255.7119894557771,37.45322240368565,255.7119894557771,27.54350730847801,32.404126245268245,0.0,680.9363438378217,1017.491088493297,4.62495949315135,22.91646595705624,8757.990298864379,197.25203375820675,8.607436859062059,21.92495949315135,-0.26916801689495506
30.0,22.0,55,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1852.8125000000002,0.256,0.002980108100134415,0.047980108100134415,55.15838208542796,4494.386688442278,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,255.7119894557771,37.45322240368565,255.7119894557771,22.034805846782405,25.923300996214593,0.0,654.7970153333054,978.4323217624103,4.447419644374592,22.03676400365789,7202.592239091503,162.22054592548432,7.3613596759740805,21.74741964437459,-0.2750860118541803
30.0,22.0,55,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1852.8125000000002,0.256,0.002980108100134415,0.047980108100134415,55.15838208542796,4494.386688442278,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,255.7119894557771,37.45322240368565,255.7119894557771,18.362338205652005,21.602750830178827,0.0,637.3707963302944,952.3931439418193,4.329059745190087,21.45029603472566,6165.660199242919,138.86622070366934,6.473860336419612,21.629059745190087,-0.27903134182699707
30.0,22.0,55,10,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.490917893352809,0.33212238578037456,0.16606119289018728,0.25831741116251355,1852.8125000000002,0.256,0.002980108100134415,0.047980108100134415,55.15838208542796,4494.386688442278,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,255.7119894557771,37.45322240368565,255.7119894557771,15.739147033416007,18.516643568724714,0.0,624.9234970424295,933.7937312128257,4.244516960058299,21.031390342631212,5424.9944564939315,122.18455983094441,5.809628267099057,21.5445169600583,-0.28184943466472334
30.0,22.0,55,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1852.8125000000002,0.256,0.002483423416778679,0.04748342341677868,54.5873887170233,4447.861302868565,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,253.06488769752258,37.06551085723804,253.06488769752258,27.54350730847801,32.404126245268245,0.0,675.254428774865,1009.0008705831317,4.5863675935596895,22.72524483295342,8757.990298864379,197.25203375820675,8.67986396662163,21.88636759355969,-0.2704544135480103
30.0,22.0,55,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.5,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1852.8125000000002,0.256,0.002483423416778679,0.04748342341677868,54.5873887170233,4447.861302868565,0.7853981633974483,6221.592239091503,7202.592239091503,5288.353403227778,25.923300996214593,10.003600332071532,22.034805846782405,253.06488769752258,37.06551085723804,253.06488769752258,22.034805846782405,25.923300996214593,0.0,649.1151002703488,969.9421038522454,4.408827744782934,21.845542879555076,7202.592239091503,162.22054592548432,7.425796045439738,21.708827744782933,-0.27637240850723555
30.0,22.0,55,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.6,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1852.8125000000002,0.256,0.002483423416778679,0.04748342341677868,54.5873887170233,4447.861302868565,1.1309733552923256,5184.660199242919,6165.660199242919,4406.961169356481,21.602750830178827,8.563416943392943,18.362338205652005,253.06488769752258,37.06551085723804,253.06488769752258,18.362338205652005,21.602750830178827,0.0,631.6888812673378,943.9029260316543,4.290467845598428,21.259074910622843,6165.660199242919,138.86622070366934,6.532091414489535,21.59046784559843,-0.28031773848005237
30.0,22.0,55,12,0.5,1.6,0.5,0.045,0.7,1.225,4,0.7,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,2.7286638381651627,0.3031848709072403,0.15159243545362014,0.23581045515007573,1852.8125000000002,0.256,0.002483423416778679,0.04748342341677868,54.5873887170233,4447.861302868565,1.5393804002589984,4443.9944564939315,5424.9944564939315,3777.3952880198417,18.516643568724714,7.534714522908239,15.739147033416007,253.06488769752258,37.06551085723804,253.06488769752258,15.739147033416007,18.516643568724714,0.0,619.2415819794728,925.3035133026605,4.2059250604666385,20.840169218528388,5424.9944564939315,122.18455983094441,5.862935111021732,21.505925060466637,-0.28313583131777875
30.0,22.0,60,6,0.5,1.6,0.5,0.045,0.7,1.225,4,0.4,0.65,3.0,0.85,15.0,15.0,0.75,0.9,220.0,0.87,0.3,44.4,7.0,7.0,30.0,0,0.35,6.8,True,30.0,294.3,0.6204671951425197,1.9294567035450985,0.42876815634335524,0.21438407817167762,0.3334863438226096,2205.0,0.21511111111111117,0.0035069253708580887,0.04850692537085809,66.36378782530568,5899.003362249393,0.5026548245743669,7776.990298864379,8757.990298864379,6610.441754034722,32.404126245268245,12.163875415089416,27.54350730847801,307.65978933804195,49.15836135207827,307.65978933804195,27.54350730847801,32.404126245268245,0.0,796.537082550744,1190.2278245011116,5.410126475005053,26.806932984259273,8757.990298864379,197.25203375820675,7.358246983123019,22.710126475005055,-0.24299578416649817
